alpos,logp,up99,lo99,up95,lo95
2721,2.703335,-2,2,-1.30103,1.30103
2723,2.703335,-2,2,-1.30103,1.30103
2725,2.703335,-2,2,-1.30103,1.30103
2727,2.703335,-2,2,-1.30103,1.30103
2729,2.703335,-2,2,-1.30103,1.30103
2731,2.703335,-2,2,-1.30103,1.30103
2733,2.703335,-2,2,-1.30103,1.30103
2735,2.703335,-2,2,-1.30103,1.30103
2737,2.703335,-2,2,-1.30103,1.30103
2739,2.703335,-2,2,-1.30103,1.30103
2741,2.703335,-2,2,-1.30103,1.30103
2743,2.703335,-2,2,-1.30103,1.30103
2745,2.703335,-2,2,-1.30103,1.30103
2747,2.703335,-2,2,-1.30103,1.30103
2749,2.703335,-2,2,-1.30103,1.30103
2751,2.703335,-2,2,-1.30103,1.30103
2753,2.703335,-2,2,-1.30103,1.30103
2755,2.703335,-2,2,-1.30103,1.30103
2757,2.703335,-2,2,-1.30103,1.30103
2759,2.703335,-2,2,-1.30103,1.30103
2761,2.703335,-2,2,-1.30103,1.30103
2763,2.703335,-2,2,-1.30103,1.30103
2765,2.703335,-2,2,-1.30103,1.30103
2767,2.703335,-2,2,-1.30103,1.30103
2769,2.703335,-2,2,-1.30103,1.30103
2771,2.703335,-2,2,-1.30103,1.30103
2773,2.703335,-2,2,-1.30103,1.30103
2775,2.703335,-2,2,-1.30103,1.30103
2777,2.703335,-2,2,-1.30103,1.30103
2779,2.703335,-2,2,-1.30103,1.30103
2781,2.703335,-2,2,-1.30103,1.30103
2783,2.69897,-2,2,-1.30103,1.30103
2785,2.69897,-2,2,-1.30103,1.30103
2787,2.39794,-2,2,-1.30103,1.30103
2789,2.221849,-2,2,-1.30103,1.30103
2791,2.09691,-2,2,-1.30103,1.30103
2793,2.221849,-2,2,-1.30103,1.30103
2795,2.09691,-2,2,-1.30103,1.30103
2797,2.09691,-2,2,-1.30103,1.30103
2799,2,-2,2,-1.30103,1.30103
2801,2,-2,2,-1.30103,1.30103
2803,2,-2,2,-1.30103,1.30103
2805,2,-2,2,-1.30103,1.30103
2807,2,-2,2,-1.30103,1.30103
2809,2,-2,2,-1.30103,1.30103
2811,2,-2,2,-1.30103,1.30103
2813,2,-2,2,-1.30103,1.30103
2815,2,-2,2,-1.30103,1.30103
2817,1.920819,-2,2,-1.30103,1.30103
2819,1.920819,-2,2,-1.30103,1.30103
2821,1.920819,-2,2,-1.30103,1.30103
2823,1.853872,-2,2,-1.30103,1.30103
2825,1.853872,-2,2,-1.30103,1.30103
2827,1.853872,-2,2,-1.30103,1.30103
2829,1.853872,-2,2,-1.30103,1.30103
2831,1.853872,-2,2,-1.30103,1.30103
2833,1.79588,-2,2,-1.30103,1.30103
2835,1.619789,-2,2,-1.30103,1.30103
2837,1.619789,-2,2,-1.30103,1.30103
2839,1.522879,-2,2,-1.30103,1.30103
2841,1.49485,-2,2,-1.30103,1.30103
2843,1.49485,-2,2,-1.30103,1.30103
2845,1.49485,-2,2,-1.30103,1.30103
2847,1.49485,-2,2,-1.30103,1.30103
2849,1.49485,-2,2,-1.30103,1.30103
2851,1.49485,-2,2,-1.30103,1.30103
2853,1.49485,-2,2,-1.30103,1.30103
2855,1.49485,-2,2,-1.30103,1.30103
2857,1.522879,-2,2,-1.30103,1.30103
2859,1.657577,-2,2,-1.30103,1.30103
2861,1.744727,-2,2,-1.30103,1.30103
2863,1.180456,-2,2,-1.30103,1.30103
2865,1.167491,-2,2,-1.30103,1.30103
2867,1.036212,-2,2,-1.30103,1.30103
2869,0.8996295,-2,2,-1.30103,1.30103
2871,1.337242,-2,2,-1.30103,1.30103
2873,1.356547,-2,2,-1.30103,1.30103
2875,1.356547,-2,2,-1.30103,1.30103
2877,1.283997,-2,2,-1.30103,1.30103
2879,1.207608,-2,2,-1.30103,1.30103
2881,1.207608,-2,2,-1.30103,1.30103
2883,1.19382,-2,2,-1.30103,1.30103
2885,1.19382,-2,2,-1.30103,1.30103
2887,1.19382,-2,2,-1.30103,1.30103
2889,1.19382,-2,2,-1.30103,1.30103
2891,1.19382,-2,2,-1.30103,1.30103
2893,1.19382,-2,2,-1.30103,1.30103
2895,1.19382,-2,2,-1.30103,1.30103
2897,1.19382,-2,2,-1.30103,1.30103
2899,1.19382,-2,2,-1.30103,1.30103
2901,1.19382,-2,2,-1.30103,1.30103
2903,1.19382,-2,2,-1.30103,1.30103
2905,1.19382,-2,2,-1.30103,1.30103
2907,1.19382,-2,2,-1.30103,1.30103
2909,1.19382,-2,2,-1.30103,1.30103
2911,1.19382,-2,2,-1.30103,1.30103
2913,1.283997,-2,2,-1.30103,1.30103
2915,1.443697,-2,2,-1.30103,1.30103
2917,1.49485,-2,2,-1.30103,1.30103
2919,1.39794,-2,2,-1.30103,1.30103
2921,1.744727,-2,2,-1.30103,1.30103
2923,1.79588,-2,2,-1.30103,1.30103
2925,2.09691,-2,2,-1.30103,1.30103
2927,1.853872,-2,2,-1.30103,1.30103
2929,2.09691,-2,2,-1.30103,1.30103
2931,2.39794,-2,2,-1.30103,1.30103
2933,2.69897,-2,2,-1.30103,1.30103
2935,2.703335,-2,2,-1.30103,1.30103
2937,2.703335,-2,2,-1.30103,1.30103
2939,2.09691,-2,2,-1.30103,1.30103
2941,2.39794,-2,2,-1.30103,1.30103
2943,2.39794,-2,2,-1.30103,1.30103
2945,2.69897,-2,2,-1.30103,1.30103
2947,2.69897,-2,2,-1.30103,1.30103
2949,2.69897,-2,2,-1.30103,1.30103
2951,2.69897,-2,2,-1.30103,1.30103
2953,2.69897,-2,2,-1.30103,1.30103
2955,2.703335,-2,2,-1.30103,1.30103
2957,2.703335,-2,2,-1.30103,1.30103
2959,2.703335,-2,2,-1.30103,1.30103
2961,2.703335,-2,2,-1.30103,1.30103
2963,2.703335,-2,2,-1.30103,1.30103
2965,2.703335,-2,2,-1.30103,1.30103
2967,2.703335,-2,2,-1.30103,1.30103
2969,2.703335,-2,2,-1.30103,1.30103
2971,2.703335,-2,2,-1.30103,1.30103
2973,2.703335,-2,2,-1.30103,1.30103
2975,2.703335,-2,2,-1.30103,1.30103
2977,2.703335,-2,2,-1.30103,1.30103
2979,2.703335,-2,2,-1.30103,1.30103
2981,2.703335,-2,2,-1.30103,1.30103
2983,2.703335,-2,2,-1.30103,1.30103
2985,2.703335,-2,2,-1.30103,1.30103
2987,2.703335,-2,2,-1.30103,1.30103
2989,2.703335,-2,2,-1.30103,1.30103
2991,2.703335,-2,2,-1.30103,1.30103
2993,2.703335,-2,2,-1.30103,1.30103
2995,2.703335,-2,2,-1.30103,1.30103
2997,2.703335,-2,2,-1.30103,1.30103
2999,2.703335,-2,2,-1.30103,1.30103
3001,2.703335,-2,2,-1.30103,1.30103
3003,2.703335,-2,2,-1.30103,1.30103
3005,2.703335,-2,2,-1.30103,1.30103
3007,2.703335,-2,2,-1.30103,1.30103
3009,2.703335,-2,2,-1.30103,1.30103
3011,2.703335,-2,2,-1.30103,1.30103
3013,2.703335,-2,2,-1.30103,1.30103
3015,2.703335,-2,2,-1.30103,1.30103
3017,2.703335,-2,2,-1.30103,1.30103
3019,2.703335,-2,2,-1.30103,1.30103
3021,2.703335,-2,2,-1.30103,1.30103
3023,2.703335,-2,2,-1.30103,1.30103
3025,2.703335,-2,2,-1.30103,1.30103
3027,2.703335,-2,2,-1.30103,1.30103
3029,2.703335,-2,2,-1.30103,1.30103
3031,2.703335,-2,2,-1.30103,1.30103
3033,2.703335,-2,2,-1.30103,1.30103
3035,2.703335,-2,2,-1.30103,1.30103
3037,2.703335,-2,2,-1.30103,1.30103
3039,2.703335,-2,2,-1.30103,1.30103
3041,2.703335,-2,2,-1.30103,1.30103
3043,2.703335,-2,2,-1.30103,1.30103
3045,2.703335,-2,2,-1.30103,1.30103
3047,2.703335,-2,2,-1.30103,1.30103
3049,2.703335,-2,2,-1.30103,1.30103
3051,2.703335,-2,2,-1.30103,1.30103
3053,2.703335,-2,2,-1.30103,1.30103
3055,2.703335,-2,2,-1.30103,1.30103
3057,2.703335,-2,2,-1.30103,1.30103
3059,2.703335,-2,2,-1.30103,1.30103
3061,2.703335,-2,2,-1.30103,1.30103
3063,2.703335,-2,2,-1.30103,1.30103
3065,2.703335,-2,2,-1.30103,1.30103
3067,2.703335,-2,2,-1.30103,1.30103
3069,2.703335,-2,2,-1.30103,1.30103
3071,2.703335,-2,2,-1.30103,1.30103
3073,2.703335,-2,2,-1.30103,1.30103
3075,2.703335,-2,2,-1.30103,1.30103
3077,2.703335,-2,2,-1.30103,1.30103
3079,2.703335,-2,2,-1.30103,1.30103
3081,2.703335,-2,2,-1.30103,1.30103
3083,2.703335,-2,2,-1.30103,1.30103
3085,2.703335,-2,2,-1.30103,1.30103
3087,2.703335,-2,2,-1.30103,1.30103
3089,2.703335,-2,2,-1.30103,1.30103
3091,2.703335,-2,2,-1.30103,1.30103
3093,2.703335,-2,2,-1.30103,1.30103
3095,2.703335,-2,2,-1.30103,1.30103
3097,2.703335,-2,2,-1.30103,1.30103
3099,2.703335,-2,2,-1.30103,1.30103
3101,2.703335,-2,2,-1.30103,1.30103
3103,2.703335,-2,2,-1.30103,1.30103
3105,2.703335,-2,2,-1.30103,1.30103
3107,2.703335,-2,2,-1.30103,1.30103
3109,2.703335,-2,2,-1.30103,1.30103
3111,2.703335,-2,2,-1.30103,1.30103
3113,2.703335,-2,2,-1.30103,1.30103
3115,2.703335,-2,2,-1.30103,1.30103
3117,2.703335,-2,2,-1.30103,1.30103
3119,2.703335,-2,2,-1.30103,1.30103
3121,2.703335,-2,2,-1.30103,1.30103
3123,2.703335,-2,2,-1.30103,1.30103
3125,2.703335,-2,2,-1.30103,1.30103
3127,2.703335,-2,2,-1.30103,1.30103
3129,2.703335,-2,2,-1.30103,1.30103
3131,2.703335,-2,2,-1.30103,1.30103
3133,2.703335,-2,2,-1.30103,1.30103
3135,2.703335,-2,2,-1.30103,1.30103
3137,2.703335,-2,2,-1.30103,1.30103
3139,2.703335,-2,2,-1.30103,1.30103
3141,2.703335,-2,2,-1.30103,1.30103
3143,2.703335,-2,2,-1.30103,1.30103
3145,2.703335,-2,2,-1.30103,1.30103
3147,2.703335,-2,2,-1.30103,1.30103
3149,2.703335,-2,2,-1.30103,1.30103
3151,2.703335,-2,2,-1.30103,1.30103
3153,2.703335,-2,2,-1.30103,1.30103
3155,2.703335,-2,2,-1.30103,1.30103
3157,2.703335,-2,2,-1.30103,1.30103
3159,2.703335,-2,2,-1.30103,1.30103
3161,2.703335,-2,2,-1.30103,1.30103
3163,2.703335,-2,2,-1.30103,1.30103
3165,2.703335,-2,2,-1.30103,1.30103
3167,2.703335,-2,2,-1.30103,1.30103
3169,2.703335,-2,2,-1.30103,1.30103
3171,2.703335,-2,2,-1.30103,1.30103
3173,2.703335,-2,2,-1.30103,1.30103
3175,2.703335,-2,2,-1.30103,1.30103
3177,2.703335,-2,2,-1.30103,1.30103
3179,2.703335,-2,2,-1.30103,1.30103
3181,2.703335,-2,2,-1.30103,1.30103
3183,2.703335,-2,2,-1.30103,1.30103
3185,2.703335,-2,2,-1.30103,1.30103
3187,2.703335,-2,2,-1.30103,1.30103
3189,2.703335,-2,2,-1.30103,1.30103
3191,2.703335,-2,2,-1.30103,1.30103
3193,2.703335,-2,2,-1.30103,1.30103
3195,2.703335,-2,2,-1.30103,1.30103
3197,2.703335,-2,2,-1.30103,1.30103
3199,2.703335,-2,2,-1.30103,1.30103
3201,2.703335,-2,2,-1.30103,1.30103
3203,2.703335,-2,2,-1.30103,1.30103
3205,2.703335,-2,2,-1.30103,1.30103
3207,2.703335,-2,2,-1.30103,1.30103
3209,2.703335,-2,2,-1.30103,1.30103
3211,2.703335,-2,2,-1.30103,1.30103
3213,2.703335,-2,2,-1.30103,1.30103
3215,2.703335,-2,2,-1.30103,1.30103
3217,2.703335,-2,2,-1.30103,1.30103
3219,2.703335,-2,2,-1.30103,1.30103
3221,2.703335,-2,2,-1.30103,1.30103
3223,2.703335,-2,2,-1.30103,1.30103
3225,2.703335,-2,2,-1.30103,1.30103
3227,2.703335,-2,2,-1.30103,1.30103
3229,2.703335,-2,2,-1.30103,1.30103
3231,2.703335,-2,2,-1.30103,1.30103
3233,2.703335,-2,2,-1.30103,1.30103
3235,2.703335,-2,2,-1.30103,1.30103
3237,2.703335,-2,2,-1.30103,1.30103
3239,2.703335,-2,2,-1.30103,1.30103
3241,2.703335,-2,2,-1.30103,1.30103
3243,2.703335,-2,2,-1.30103,1.30103
3245,2.703335,-2,2,-1.30103,1.30103
3247,2.703335,-2,2,-1.30103,1.30103
3249,2.703335,-2,2,-1.30103,1.30103
3251,2.703335,-2,2,-1.30103,1.30103
3253,2.703335,-2,2,-1.30103,1.30103
3255,2.703335,-2,2,-1.30103,1.30103
3257,2.703335,-2,2,-1.30103,1.30103
3259,2.703335,-2,2,-1.30103,1.30103
3261,2.703335,-2,2,-1.30103,1.30103
3263,2.703335,-2,2,-1.30103,1.30103
3265,2.703335,-2,2,-1.30103,1.30103
3267,2.703335,-2,2,-1.30103,1.30103
3269,2.703335,-2,2,-1.30103,1.30103
3271,2.703335,-2,2,-1.30103,1.30103
3273,2.703335,-2,2,-1.30103,1.30103
3275,2.703335,-2,2,-1.30103,1.30103
3277,2.703335,-2,2,-1.30103,1.30103
3279,2.703335,-2,2,-1.30103,1.30103
3281,2.703335,-2,2,-1.30103,1.30103
3283,2.703335,-2,2,-1.30103,1.30103
3285,2.703335,-2,2,-1.30103,1.30103
3287,2.703335,-2,2,-1.30103,1.30103
3289,2.703335,-2,2,-1.30103,1.30103
3291,2.703335,-2,2,-1.30103,1.30103
3293,2.703335,-2,2,-1.30103,1.30103
3295,2.703335,-2,2,-1.30103,1.30103
3297,2.703335,-2,2,-1.30103,1.30103
3299,2.703335,-2,2,-1.30103,1.30103
3301,2.703335,-2,2,-1.30103,1.30103
3303,2.703335,-2,2,-1.30103,1.30103
3305,2.703335,-2,2,-1.30103,1.30103
3307,2.703335,-2,2,-1.30103,1.30103
3309,2.703335,-2,2,-1.30103,1.30103
3311,2.703335,-2,2,-1.30103,1.30103
3313,2.703335,-2,2,-1.30103,1.30103
3315,2.703335,-2,2,-1.30103,1.30103
3317,2.703335,-2,2,-1.30103,1.30103
3319,2.703335,-2,2,-1.30103,1.30103
3321,2.703335,-2,2,-1.30103,1.30103
3323,2.703335,-2,2,-1.30103,1.30103
3325,2.703335,-2,2,-1.30103,1.30103
3327,2.703335,-2,2,-1.30103,1.30103
3329,2.703335,-2,2,-1.30103,1.30103
3331,2.703335,-2,2,-1.30103,1.30103
3333,2.703335,-2,2,-1.30103,1.30103
3335,2.703335,-2,2,-1.30103,1.30103
3337,2.703335,-2,2,-1.30103,1.30103
3339,2.703335,-2,2,-1.30103,1.30103
3341,2.703335,-2,2,-1.30103,1.30103
3343,2.703335,-2,2,-1.30103,1.30103
3345,2.703335,-2,2,-1.30103,1.30103
3347,2.703335,-2,2,-1.30103,1.30103
3349,2.703335,-2,2,-1.30103,1.30103
3351,2.703335,-2,2,-1.30103,1.30103
3353,2.703335,-2,2,-1.30103,1.30103
3355,2.703335,-2,2,-1.30103,1.30103
3357,2.703335,-2,2,-1.30103,1.30103
3359,2.703335,-2,2,-1.30103,1.30103
3361,2.703335,-2,2,-1.30103,1.30103
3363,2.703335,-2,2,-1.30103,1.30103
3365,2.703335,-2,2,-1.30103,1.30103
3367,2.703335,-2,2,-1.30103,1.30103
3369,2.703335,-2,2,-1.30103,1.30103
3371,2.703335,-2,2,-1.30103,1.30103
3373,2.703335,-2,2,-1.30103,1.30103
3375,2.703335,-2,2,-1.30103,1.30103
3377,2.703335,-2,2,-1.30103,1.30103
3379,2.703335,-2,2,-1.30103,1.30103
3381,2.703335,-2,2,-1.30103,1.30103
3383,2.703335,-2,2,-1.30103,1.30103
3385,2.703335,-2,2,-1.30103,1.30103
3387,2.703335,-2,2,-1.30103,1.30103
3389,2.703335,-2,2,-1.30103,1.30103
3391,2.703335,-2,2,-1.30103,1.30103
3393,2.703335,-2,2,-1.30103,1.30103
3395,2.703335,-2,2,-1.30103,1.30103
3397,2.703335,-2,2,-1.30103,1.30103
3399,2.703335,-2,2,-1.30103,1.30103
3401,2.703335,-2,2,-1.30103,1.30103
3403,2.703335,-2,2,-1.30103,1.30103
3405,2.703335,-2,2,-1.30103,1.30103
3407,2.703335,-2,2,-1.30103,1.30103
3409,2.703335,-2,2,-1.30103,1.30103
3411,2.703335,-2,2,-1.30103,1.30103
3413,2.703335,-2,2,-1.30103,1.30103
3415,2.703335,-2,2,-1.30103,1.30103
3417,2.703335,-2,2,-1.30103,1.30103
3419,2.703335,-2,2,-1.30103,1.30103
3421,2.703335,-2,2,-1.30103,1.30103
3423,2.703335,-2,2,-1.30103,1.30103
3425,2.703335,-2,2,-1.30103,1.30103
3427,2.703335,-2,2,-1.30103,1.30103
3429,2.703335,-2,2,-1.30103,1.30103
3431,2.703335,-2,2,-1.30103,1.30103
3433,2.703335,-2,2,-1.30103,1.30103
3435,2.703335,-2,2,-1.30103,1.30103
3437,2.703335,-2,2,-1.30103,1.30103
3439,2.703335,-2,2,-1.30103,1.30103
3441,2.703335,-2,2,-1.30103,1.30103
3443,2.703335,-2,2,-1.30103,1.30103
3445,2.703335,-2,2,-1.30103,1.30103
3447,2.703335,-2,2,-1.30103,1.30103
3449,2.703335,-2,2,-1.30103,1.30103
3451,2.703335,-2,2,-1.30103,1.30103
3453,2.703335,-2,2,-1.30103,1.30103
3455,2.703335,-2,2,-1.30103,1.30103
3457,2.703335,-2,2,-1.30103,1.30103
3459,2.703335,-2,2,-1.30103,1.30103
3461,2.703335,-2,2,-1.30103,1.30103
3463,2.703335,-2,2,-1.30103,1.30103
3465,2.703335,-2,2,-1.30103,1.30103
3467,2.703335,-2,2,-1.30103,1.30103
3469,2.703335,-2,2,-1.30103,1.30103
3471,2.703335,-2,2,-1.30103,1.30103
3473,2.703335,-2,2,-1.30103,1.30103
3475,2.703335,-2,2,-1.30103,1.30103
3477,2.703335,-2,2,-1.30103,1.30103
3479,2.703335,-2,2,-1.30103,1.30103
3481,2.703335,-2,2,-1.30103,1.30103
3483,2.703335,-2,2,-1.30103,1.30103
3485,2.703335,-2,2,-1.30103,1.30103
3487,2.703335,-2,2,-1.30103,1.30103
3489,2.703335,-2,2,-1.30103,1.30103
3491,2.703335,-2,2,-1.30103,1.30103
3493,2.703335,-2,2,-1.30103,1.30103
3495,2.703335,-2,2,-1.30103,1.30103
3497,2.703335,-2,2,-1.30103,1.30103
3499,2.703335,-2,2,-1.30103,1.30103
3501,2.703335,-2,2,-1.30103,1.30103
3503,2.703335,-2,2,-1.30103,1.30103
3505,2.703335,-2,2,-1.30103,1.30103
3507,2.703335,-2,2,-1.30103,1.30103
3509,2.703335,-2,2,-1.30103,1.30103
3511,2.703335,-2,2,-1.30103,1.30103
3513,2.703335,-2,2,-1.30103,1.30103
3515,2.703335,-2,2,-1.30103,1.30103
3517,2.703335,-2,2,-1.30103,1.30103
3519,2.703335,-2,2,-1.30103,1.30103
3521,2.703335,-2,2,-1.30103,1.30103
3523,2.703335,-2,2,-1.30103,1.30103
3525,2.703335,-2,2,-1.30103,1.30103
3527,2.703335,-2,2,-1.30103,1.30103
3529,2.703335,-2,2,-1.30103,1.30103
3531,2.703335,-2,2,-1.30103,1.30103
3533,2.703335,-2,2,-1.30103,1.30103
3535,2.703335,-2,2,-1.30103,1.30103
3537,2.703335,-2,2,-1.30103,1.30103
3539,2.703335,-2,2,-1.30103,1.30103
3541,2.703335,-2,2,-1.30103,1.30103
3543,2.703335,-2,2,-1.30103,1.30103
3545,2.703335,-2,2,-1.30103,1.30103
3547,2.703335,-2,2,-1.30103,1.30103
3549,2.703335,-2,2,-1.30103,1.30103
3551,2.703335,-2,2,-1.30103,1.30103
3553,2.703335,-2,2,-1.30103,1.30103
3555,2.703335,-2,2,-1.30103,1.30103
3557,2.703335,-2,2,-1.30103,1.30103
3559,2.703335,-2,2,-1.30103,1.30103
3561,2.703335,-2,2,-1.30103,1.30103
3563,2.703335,-2,2,-1.30103,1.30103
3565,2.703335,-2,2,-1.30103,1.30103
3567,2.703335,-2,2,-1.30103,1.30103
3569,2.703335,-2,2,-1.30103,1.30103
3571,2.703335,-2,2,-1.30103,1.30103
3573,2.703335,-2,2,-1.30103,1.30103
3575,2.703335,-2,2,-1.30103,1.30103
3577,2.703335,-2,2,-1.30103,1.30103
3579,2.703335,-2,2,-1.30103,1.30103
3581,2.703335,-2,2,-1.30103,1.30103
3583,2.703335,-2,2,-1.30103,1.30103
3585,2.703335,-2,2,-1.30103,1.30103
3587,2.703335,-2,2,-1.30103,1.30103
3589,2.703335,-2,2,-1.30103,1.30103
3591,2.703335,-2,2,-1.30103,1.30103
3593,2.703335,-2,2,-1.30103,1.30103
3595,2.703335,-2,2,-1.30103,1.30103
3597,2.703335,-2,2,-1.30103,1.30103
3599,2.703335,-2,2,-1.30103,1.30103
3601,2.703335,-2,2,-1.30103,1.30103
3603,2.703335,-2,2,-1.30103,1.30103
3605,2.703335,-2,2,-1.30103,1.30103
3607,2.703335,-2,2,-1.30103,1.30103
3609,2.703335,-2,2,-1.30103,1.30103
3611,2.703335,-2,2,-1.30103,1.30103
3613,2.703335,-2,2,-1.30103,1.30103
3615,2.703335,-2,2,-1.30103,1.30103
3617,2.703335,-2,2,-1.30103,1.30103
3619,2.703335,-2,2,-1.30103,1.30103
3621,2.703335,-2,2,-1.30103,1.30103
3623,2.703335,-2,2,-1.30103,1.30103
3625,2.703335,-2,2,-1.30103,1.30103
3627,2.703335,-2,2,-1.30103,1.30103
3629,2.703335,-2,2,-1.30103,1.30103
3631,2.703335,-2,2,-1.30103,1.30103
3633,2.703335,-2,2,-1.30103,1.30103
3635,2.703335,-2,2,-1.30103,1.30103
3637,2.703335,-2,2,-1.30103,1.30103
3639,2.703335,-2,2,-1.30103,1.30103
3641,2.703335,-2,2,-1.30103,1.30103
3643,2.703335,-2,2,-1.30103,1.30103
3645,2.703335,-2,2,-1.30103,1.30103
3647,2.703335,-2,2,-1.30103,1.30103
3649,2.703335,-2,2,-1.30103,1.30103
3651,2.703335,-2,2,-1.30103,1.30103
3653,2.703335,-2,2,-1.30103,1.30103
3655,2.703335,-2,2,-1.30103,1.30103
3657,2.703335,-2,2,-1.30103,1.30103
3659,2.703335,-2,2,-1.30103,1.30103
3661,2.703335,-2,2,-1.30103,1.30103
3663,2.703335,-2,2,-1.30103,1.30103
3665,2.703335,-2,2,-1.30103,1.30103
3667,2.703335,-2,2,-1.30103,1.30103
3669,2.703335,-2,2,-1.30103,1.30103
3671,2.703335,-2,2,-1.30103,1.30103
3673,2.703335,-2,2,-1.30103,1.30103
3675,2.703335,-2,2,-1.30103,1.30103
3677,2.703335,-2,2,-1.30103,1.30103
3679,2.703335,-2,2,-1.30103,1.30103
3681,2.703335,-2,2,-1.30103,1.30103
3683,2.703335,-2,2,-1.30103,1.30103
3685,2.703335,-2,2,-1.30103,1.30103
3687,2.703335,-2,2,-1.30103,1.30103
3689,2.703335,-2,2,-1.30103,1.30103
3691,2.703335,-2,2,-1.30103,1.30103
3693,2.703335,-2,2,-1.30103,1.30103
3695,2.703335,-2,2,-1.30103,1.30103
3697,2.703335,-2,2,-1.30103,1.30103
3699,2.703335,-2,2,-1.30103,1.30103
3701,2.703335,-2,2,-1.30103,1.30103
3703,2.703335,-2,2,-1.30103,1.30103
3705,2.703335,-2,2,-1.30103,1.30103
3707,2.703335,-2,2,-1.30103,1.30103
3709,2.703335,-2,2,-1.30103,1.30103
3711,2.703335,-2,2,-1.30103,1.30103
3713,2.703335,-2,2,-1.30103,1.30103
3715,2.703335,-2,2,-1.30103,1.30103
3717,2.703335,-2,2,-1.30103,1.30103
3719,2.703335,-2,2,-1.30103,1.30103
3721,2.703335,-2,2,-1.30103,1.30103
3723,2.703335,-2,2,-1.30103,1.30103
3725,2.703335,-2,2,-1.30103,1.30103
3727,2.703335,-2,2,-1.30103,1.30103
3729,2.703335,-2,2,-1.30103,1.30103
3731,2.703335,-2,2,-1.30103,1.30103
3733,2.703335,-2,2,-1.30103,1.30103
3735,2.703335,-2,2,-1.30103,1.30103
3737,2.703335,-2,2,-1.30103,1.30103
3739,2.703335,-2,2,-1.30103,1.30103
3741,2.703335,-2,2,-1.30103,1.30103
3743,2.703335,-2,2,-1.30103,1.30103
3745,2.703335,-2,2,-1.30103,1.30103
3747,2.703335,-2,2,-1.30103,1.30103
3749,2.703335,-2,2,-1.30103,1.30103
3751,2.703335,-2,2,-1.30103,1.30103
3753,2.703335,-2,2,-1.30103,1.30103
3755,2.703335,-2,2,-1.30103,1.30103
3757,2.703335,-2,2,-1.30103,1.30103
3759,2.703335,-2,2,-1.30103,1.30103
3761,2.703335,-2,2,-1.30103,1.30103
3763,2.703335,-2,2,-1.30103,1.30103
3765,2.703335,-2,2,-1.30103,1.30103
3767,2.703335,-2,2,-1.30103,1.30103
3769,2.703335,-2,2,-1.30103,1.30103
3771,2.703335,-2,2,-1.30103,1.30103
3773,2.703335,-2,2,-1.30103,1.30103
3775,2.703335,-2,2,-1.30103,1.30103
3777,2.703335,-2,2,-1.30103,1.30103
3779,2.703335,-2,2,-1.30103,1.30103
3781,2.703335,-2,2,-1.30103,1.30103
3783,2.703335,-2,2,-1.30103,1.30103
3785,2.703335,-2,2,-1.30103,1.30103
3787,2.703335,-2,2,-1.30103,1.30103
3789,2.703335,-2,2,-1.30103,1.30103
3791,2.703335,-2,2,-1.30103,1.30103
3793,2.703335,-2,2,-1.30103,1.30103
3795,2.703335,-2,2,-1.30103,1.30103
3797,2.703335,-2,2,-1.30103,1.30103
3799,2.703335,-2,2,-1.30103,1.30103
3801,2.703335,-2,2,-1.30103,1.30103
3803,2.703335,-2,2,-1.30103,1.30103
3805,2.703335,-2,2,-1.30103,1.30103
3807,2.703335,-2,2,-1.30103,1.30103
3809,2.703335,-2,2,-1.30103,1.30103
3811,2.703335,-2,2,-1.30103,1.30103
3813,2.703335,-2,2,-1.30103,1.30103
3815,2.703335,-2,2,-1.30103,1.30103
3817,2.703335,-2,2,-1.30103,1.30103
3819,2.703335,-2,2,-1.30103,1.30103
3821,2.703335,-2,2,-1.30103,1.30103
3823,2.703335,-2,2,-1.30103,1.30103
3825,2.703335,-2,2,-1.30103,1.30103
3827,2.703335,-2,2,-1.30103,1.30103
3829,2.703335,-2,2,-1.30103,1.30103
3831,2.703335,-2,2,-1.30103,1.30103
3833,2.703335,-2,2,-1.30103,1.30103
3835,2.703335,-2,2,-1.30103,1.30103
3837,2.703335,-2,2,-1.30103,1.30103
3839,2.703335,-2,2,-1.30103,1.30103
3841,2.703335,-2,2,-1.30103,1.30103
3843,2.703335,-2,2,-1.30103,1.30103
3845,2.703335,-2,2,-1.30103,1.30103
3847,2.703335,-2,2,-1.30103,1.30103
3849,2.703335,-2,2,-1.30103,1.30103
3851,2.703335,-2,2,-1.30103,1.30103
3853,2.703335,-2,2,-1.30103,1.30103
3855,2.703335,-2,2,-1.30103,1.30103
3857,2.703335,-2,2,-1.30103,1.30103
3859,2.703335,-2,2,-1.30103,1.30103
3861,2.703335,-2,2,-1.30103,1.30103
3863,2.703335,-2,2,-1.30103,1.30103
3865,2.703335,-2,2,-1.30103,1.30103
3867,2.703335,-2,2,-1.30103,1.30103
3869,2.703335,-2,2,-1.30103,1.30103
3871,2.703335,-2,2,-1.30103,1.30103
3873,2.703335,-2,2,-1.30103,1.30103
3875,2.703335,-2,2,-1.30103,1.30103
3877,2.703335,-2,2,-1.30103,1.30103
3879,2.703335,-2,2,-1.30103,1.30103
3881,2.703335,-2,2,-1.30103,1.30103
3883,2.703335,-2,2,-1.30103,1.30103
3885,2.703335,-2,2,-1.30103,1.30103
