alpos,rec_bp,up99,lo99,up95,lo95
2703,2.37905,25.40471,8.749735,22.86351,9.880884
2705,2.362951,25.37053,8.751989,22.77945,9.862249
2707,2.311588,25.30924,8.698662,22.26432,9.843813
2709,2.2752,24.47247,8.594991,21.89992,9.695513
2711,2.256179,24.14628,8.512625,21.7757,9.514537
2713,2.242894,24.04486,8.432312,21.57414,9.45752
2715,2.235081,23.95393,8.341723,21.24419,9.278253
2717,2.222947,23.64208,8.215689,20.61546,8.950358
2719,2.122576,22.81885,8.229245,20.80138,8.594856
2721,2.165867,22.96876,8.236702,20.90148,8.664863
2723,2.216811,23.18075,8.322927,21.12692,8.760069
2725,2.248764,23.33519,8.478919,21.83221,8.903904
2727,2.261017,24.11563,8.551147,22.08722,8.994748
2729,2.255033,24.03774,8.551246,22.0761,8.996208
2731,2.249048,23.95985,8.551345,22.06497,8.997667
2733,2.243063,23.88196,8.551443,22.05384,8.999127
2735,2.237079,23.80407,8.551542,22.04209,9.000587
2737,2.231094,23.72618,8.526189,22.03039,8.996892
2739,2.22511,23.64829,8.462444,21.79948,8.862138
2741,2.213483,23.41025,8.302635,21.72638,8.827446
2743,2.196455,22.94008,8.052899,21.59819,8.777239
2745,2.183478,22.40651,7.663697,20.5019,8.360169
2747,2.140899,21.22181,7.104707,19.6921,7.905374
2749,2.102431,20.78345,6.727408,19.26263,7.494095
2751,2.092587,20.66776,6.710864,19.16053,7.447892
2753,2.082744,20.59724,6.69432,19.10398,7.339684
2755,2.0729,20.56987,6.677775,19.06051,7.340334
2757,2.063056,20.51058,6.661231,18.99871,7.315211
2759,2.053492,20.42692,6.644687,18.92955,7.260077
2761,2.043935,20.34321,6.566227,18.90758,7.225115
2763,2.034145,20.25955,6.485739,18.88284,7.197452
2765,2.024355,20.21752,6.521855,18.85889,7.15429
2767,1.980342,20.302,6.437037,18.72941,7.108687
2769,1.930595,20.12336,6.083378,18.27845,6.849793
2771,1.912197,19.78576,5.892169,17.42323,6.694851
2773,1.898721,19.1925,5.686499,17.07694,6.604984
2775,1.890269,19.00538,5.62721,16.81686,6.515074
2777,1.883937,18.85143,5.603332,16.72985,6.432936
2779,1.877606,18.69747,5.579453,16.68064,6.201825
2781,1.870211,18.48748,5.434762,16.56512,6.007102
2783,1.862374,18.25555,5.06397,16.03752,5.75771
2785,1.857689,17.99151,4.582597,15.58306,5.59561
2787,1.85542,17.7437,4.098622,15.18749,5.430418
2789,1.853503,17.08429,3.901844,14.91973,4.926895
2791,1.853041,16.42069,3.853579,14.52959,4.801038
2793,1.852949,16.05046,3.627362,14.42395,4.745947
2795,1.849822,15.83263,3.717614,14.16302,4.764181
2797,1.846706,15.68219,3.674144,14.12588,4.616538
2799,1.84194,15.41796,3.319012,13.84973,4.386557
2801,1.842337,15.3864,3.30715,13.78153,4.359936
2803,1.842614,15.35465,3.295216,13.64552,4.354964
2805,1.841969,15.25101,2.894349,13.36862,4.308804
2807,1.842786,15.1352,2.813231,13.3217,4.275979
2809,1.843602,15.01939,2.732111,13.31957,4.243153
2811,1.844419,14.91484,2.650993,13.31745,4.210328
2813,1.845235,14.87297,2.569874,13.31533,4.177502
2815,1.846052,14.8311,2.488755,13.31321,4.144677
2817,1.845482,14.34547,2.367565,13.01766,3.807909
2819,1.845514,14.07627,2.311224,12.97325,3.725963
2821,1.842468,13.69627,2.215265,12.42875,3.500743
2823,1.839297,13.4349,2.126525,12.09251,3.376483
2825,1.838191,13.39991,2.078137,12.00289,3.316728
2827,1.837084,13.36492,2.029748,11.92623,3.218742
2829,1.835977,13.32994,1.98136,11.87936,3.120756
2831,1.83487,13.07705,1.932969,11.84484,3.080695
2833,1.824609,12.80201,1.818041,11.555,2.995963
2835,1.825467,12.6392,1.874932,11.50521,2.918298
2837,1.826326,12.42566,1.961606,11.27579,2.817105
2839,1.8266,12.3602,1.955415,11.08806,2.746515
2841,1.827629,12.27606,1.95605,11.02994,2.711858
2843,1.828861,12.24012,1.936125,10.99505,2.689831
2845,1.830092,12.20419,1.910095,10.8962,2.667804
2847,1.831323,12.16826,1.884065,10.84675,2.645777
2849,1.832554,12.13233,1.858036,10.79809,2.636727
2851,1.833786,12.10935,1.888126,10.75023,2.630298
2853,1.835024,12.17159,1.973807,10.82382,2.630137
2855,1.835398,12.2384,1.973581,10.72855,2.625694
2857,1.835765,12.22951,1.998308,10.63854,2.615441
2859,1.866264,12.36238,2.062469,10.83974,2.636761
2861,2.17832,12.77891,1.957576,10.96556,2.756975
2863,2.554236,12.33587,1.90133,10.85411,2.721306
2865,2.548711,12.06758,1.846174,10.56612,2.621532
2867,1.920099,10.97392,1.594969,9.634644,2.448135
2869,1.613171,10.37767,1.456675,9.261738,2.134309
2871,1.595288,10.43583,1.487031,9.477916,2.020916
2873,1.57675,10.55353,1.553978,9.471126,2.101248
2875,1.557696,10.46255,1.549422,9.225267,2.017894
2877,1.529231,10.23271,1.464798,8.775607,1.942016
2879,1.526908,10.09306,1.453705,8.733343,1.921261
2881,1.525456,10.06565,1.442585,8.713684,1.896934
2883,1.523905,9.987747,1.431454,8.716306,1.882396
2885,1.522536,9.961225,1.420388,8.72609,1.892884
2887,1.521168,9.913093,1.413188,8.686462,1.903373
2889,1.519799,9.907221,1.415192,8.606997,1.913861
2891,1.51843,9.879847,1.417067,8.553418,1.92233
2893,1.517062,9.853302,1.419096,8.538959,1.90824
2895,1.515693,9.826758,1.421124,8.526486,1.871705
2897,1.514324,9.800214,1.423153,8.569489,1.870334
2899,1.512956,9.77367,1.425181,8.596705,1.883211
2901,1.511587,9.747127,1.42721,8.595815,1.896087
2903,1.510218,9.720582,1.41487,8.559602,1.888536
2905,1.50885,9.694038,1.402194,8.517012,1.903568
2907,1.507481,9.667495,1.389518,8.474422,1.912724
2909,1.506112,9.64095,1.376842,8.444677,1.884061
2911,1.504744,9.617847,1.364166,8.434938,1.855398
2913,1.503375,9.630389,1.35149,8.4252,1.826735
2915,1.556889,10.35971,1.48735,9.308738,2.014379
2917,1.564495,10.68984,1.535303,9.729122,2.116848
2919,1.569854,10.60066,1.30897,9.421271,2.020765
2921,1.518358,10.26563,1.025775,8.993972,1.835339
2923,1.472001,9.81035,0.9455701,8.742275,1.739199
2925,1.485566,9.888309,0.9607245,8.919082,1.787987
2927,1.535089,10.12698,1.29048,9.157475,2.209413
2929,1.602377,11.12759,1.743547,9.730947,2.511371
2931,1.618893,12.19013,2.312729,10.2186,2.704116
2933,1.634435,12.95867,2.379997,10.97818,3.076222
2935,1.656819,13.2462,2.515836,11.9551,3.399454
2937,1.692558,13.57009,2.594843,12.45685,3.728221
2939,1.738426,14.12241,2.740064,13.2395,4.096214
2941,1.752314,14.7097,2.909269,13.93399,4.298292
2943,1.776664,15.49747,3.268791,14.31118,4.451795
2945,1.798324,16.37536,3.399549,14.4792,4.674671
2947,1.800962,16.42127,3.502745,14.5234,4.701167
2949,1.8036,16.46717,3.605942,14.60683,4.689499
2951,1.806238,16.54201,3.66109,14.77367,4.743405
2953,1.808876,16.65878,3.669765,14.82483,4.780653
2955,1.811514,16.77556,3.678439,14.87019,4.804415
2957,1.84826,17.34416,3.74844,15.36199,5.156179
2959,1.856246,17.64074,3.805688,15.61441,5.263674
2961,1.864224,17.87748,3.865002,15.71831,5.371168
2963,1.872207,18.19267,3.920102,15.98616,5.450961
2965,1.888112,18.4938,3.979833,16.20382,5.547883
2967,1.910579,18.4052,3.885478,16.13256,5.590445
2969,1.931538,18.90672,3.98648,16.45609,5.946738
2971,1.958825,19.17717,4.12421,16.81759,6.14837
2973,2.015717,19.80544,4.414552,17.70465,6.763386
2975,2.068696,20.2843,5.262143,18.66744,7.080915
2977,2.09541,20.93858,5.476408,19.17482,7.307158
2979,2.107658,21.53343,5.575906,19.33758,7.380037
2981,2.117504,21.92596,5.732207,19.57623,7.687261
2983,2.121614,21.98505,5.858749,19.79684,7.962351
2985,2.128726,22.04219,5.982603,20.12172,8.184239
2987,2.135682,22.6938,6.54184,20.76619,8.458067
2989,2.132873,22.86539,6.574024,20.82177,8.482483
2991,2.12965,23.03208,6.580984,20.81811,8.509692
2993,2.126171,22.93581,6.587099,20.8614,8.503782
2995,2.122834,22.8917,6.604324,20.73986,8.516389
2997,2.11964,23.00512,6.636483,20.7696,8.540049
2999,2.116272,23.09725,6.668701,20.79982,8.52857
3001,2.114564,23.69551,6.731686,20.85057,8.621859
3003,2.122456,24.38092,6.88923,21.07266,8.825043
3005,2.12438,24.54668,7.13575,21.46221,8.996641
3007,2.127066,24.72445,7.477584,22.10794,9.239229
3009,2.135379,24.96304,7.600289,23.02541,9.518884
3011,2.143575,25.61588,8.179421,23.98521,9.859553
3013,2.148773,25.86126,8.8882,24.34682,10.32291
3015,2.153895,26.15374,9.521867,24.73334,10.59003
3017,2.160782,26.91585,9.955467,25.07815,10.76811
3019,2.169136,27.82614,10.18393,25.60081,11.17696
3021,2.180029,28.72621,10.37972,26.01128,11.51641
3023,2.193422,29.64032,10.65545,26.68163,11.99387
3025,2.20194,29.9071,10.77854,27.00955,12.08816
3027,2.201909,29.95951,10.79992,27.15152,12.11026
3029,2.201878,30.01192,10.8213,27.29244,12.13237
3031,2.201846,30.06326,10.84268,27.35614,12.1403
3033,2.201815,30.1139,10.86406,27.41979,12.16857
3035,2.201784,30.16419,10.88544,27.48292,12.30336
3037,2.204453,30.33552,11.10229,27.95056,12.62395
3039,2.216981,31.19376,11.5975,28.80747,12.72532
3041,2.224705,31.32104,11.75366,29.02763,13.07868
3043,2.230121,31.3047,11.96089,29.11427,13.18589
3045,2.235537,31.28835,11.99786,29.25856,13.42349
3047,2.241548,31.27256,12.0359,29.54079,13.47019
3049,2.248242,31.4098,12.07479,29.64448,13.52529
3051,2.297234,31.72344,12.18507,29.75129,13.64933
3053,2.302133,31.78178,12.17742,29.78314,13.60285
3055,2.307029,31.83991,12.13425,29.81292,13.6109
3057,2.311934,31.89609,12.06782,29.84248,13.50772
3059,2.286705,31.07409,11.76053,29.53833,13.02234
3061,1.978032,30.97281,11.18147,29.16229,12.93655
3063,1.594249,30.62404,11.0744,29.11007,12.57005
3065,1.596607,30.70237,11.08094,29.106,12.63378
3067,1.684549,31.42528,11.41931,29.51543,12.77467
3069,2.221633,31.59809,11.58081,30.01037,13.13118
3071,2.293174,31.63116,11.43437,29.76527,12.84169
3073,2.365079,31.47955,11.41747,29.61572,12.89918
3075,2.437326,31.53047,11.42393,29.60654,13.08825
3077,2.509574,31.58139,11.43039,29.59736,13.13112
3079,2.581822,31.6323,11.43685,29.58818,13.14119
3081,2.654069,31.68322,11.44332,29.579,13.16537
3083,2.714312,31.88464,11.57264,29.76281,13.32503
3085,2.75509,32.28687,11.97419,30.65383,13.76588
3087,2.786396,32.61995,12.07235,30.88826,14.03841
3089,2.817702,32.95304,12.17051,31.14572,14.13358
3091,2.844777,33.88507,12.50564,31.59813,14.46405
3093,2.895997,34.83119,13.34042,32.32613,15.14682
3095,2.954518,35.37506,13.71574,33.28196,15.36616
3097,2.9956,36.27263,13.89862,33.40262,15.82386
3099,3.014735,37.50825,13.9752,33.4958,16.21247
3101,3.03034,37.70329,14.06172,33.53997,16.32543
3103,3.045906,37.94824,14.1478,33.57973,16.43342
3105,3.114805,38.22534,14.41869,34.2897,16.59568
3107,3.157981,38.32537,14.49209,34.31496,16.70187
3109,3.245994,38.7068,15.04917,34.65245,17.16847
3111,3.355088,39.06619,15.98323,35.4663,17.47337
3113,3.364712,39.20941,16.5419,36.04004,17.52993
3115,3.310017,39.35658,16.4426,35.95193,17.42939
3117,3.299512,39.39263,16.38759,35.3667,17.2625
3119,3.289637,39.43439,16.33921,35.52108,17.34884
3121,3.279762,39.47615,16.29082,35.6424,17.34186
3123,3.269888,39.5179,16.24243,35.5057,17.31026
3125,3.221004,39.58099,15.47987,35.22851,17.16639
3127,3.174665,39.55569,14.91334,35.07911,17.04285
3129,3.130385,39.39146,14.96864,35.08844,16.92045
3131,3.143339,38.50633,15.08199,35.3647,16.96145
3133,3.146481,38.32527,14.64874,35.62644,16.9148
3135,3.146192,38.2242,14.5586,35.82985,17.05423
3137,3.130337,38.45726,14.56053,36.24726,17.27388
3139,3.121162,38.62347,14.58177,36.14203,17.27456
3141,3.198053,38.25973,14.64539,36.06383,17.45319
3143,3.643068,38.16123,15.07681,36.04236,17.41205
3145,4.11617,38.30554,15.08077,36.00183,17.39555
3147,4.154896,38.61209,15.31828,36.41028,17.39432
3149,4.16025,38.71341,15.39847,36.54985,17.41348
3151,4.16608,39.72168,15.78375,37.04353,17.87914
3153,4.171015,40.14738,15.82438,37.38503,18.17726
3155,4.173898,40.26361,15.85248,37.50239,18.10275
3157,4.145292,40.16788,15.55333,37.25966,17.83529
3159,4.172771,40.74083,15.57444,37.61897,18.2331
3161,4.209171,41.94201,15.82829,37.96658,18.63948
3163,4.75328,42.50067,16.5379,38.35131,19.20418
3165,5.24124,42.98174,16.86342,38.49976,19.9801
3167,5.322406,43.74902,17.02072,38.68319,20.06481
3169,5.331397,44.21772,17.38421,39.0397,20.07565
3171,5.333812,44.15223,17.49049,38.80631,19.70284
3173,5.775289,43.77686,17.62965,38.42625,19.72264
3175,6.243713,43.68866,17.86664,38.54592,19.59772
3177,6.287464,44.11238,17.32123,38.71372,19.44407
3179,6.337119,45.09594,17.19632,38.99751,19.53013
3181,6.352582,45.61443,17.07861,39.07262,19.61596
3183,6.376115,45.73038,17.56606,39.55198,19.88838
3185,6.391271,46.21775,18.0437,39.68102,19.9835
3187,6.423226,45.73466,17.7748,39.65468,19.78136
3189,6.459199,46.52684,17.99104,40.51056,20.27341
3191,6.485399,46.95304,18.15625,40.65202,20.46626
3193,6.525476,48.01797,18.95607,41.193,20.76079
3195,6.560071,48.36935,19.07657,42.24074,21.29211
3197,6.58374,48.57029,19.13686,42.41864,21.54189
3199,6.603359,48.6952,19.32703,42.70898,21.58651
3201,6.63287,48.68302,19.6698,42.72818,21.72395
3203,6.659945,49.04359,19.54756,43.0711,21.55343
3205,6.671711,48.93017,19.36167,42.86275,21.32054
3207,6.749617,48.77219,19.15559,42.78182,21.06083
3209,6.837345,48.59139,19.2653,42.40116,20.97333
3211,6.945811,47.69993,19.21098,42.42302,21.05173
3213,7.061632,47.91096,19.25483,42.64549,21.26345
3215,7.189636,47.63494,19.87232,42.80172,21.46294
3217,7.293585,48.14832,20.36273,43.22654,21.54156
3219,7.373247,48.8158,20.28786,43.57239,21.73201
3221,7.405072,50.52294,19.65913,43.91176,21.84055
3223,7.430842,50.34115,19.5815,44.41623,22.13437
3225,7.468281,49.75028,19.96839,45.27258,22.36788
3227,7.495647,50.68777,20.43086,46.10669,22.95507
3229,7.530683,51.89261,20.6776,46.6738,22.98838
3231,7.556517,52.22718,20.96156,47.44986,23.13294
3233,7.563933,52.36415,21.08373,48.00455,23.70698
3235,7.573344,52.8306,21.30942,48.35215,24.17908
3237,7.58167,53.27251,21.45044,48.17599,23.97384
3239,7.583671,53.48944,21.5537,47.57873,24.17173
3241,7.586699,53.60453,21.75269,48.11662,24.36704
3243,7.589723,53.68976,21.89582,48.54746,24.43296
3245,7.603677,53.43203,22.11682,49.34535,24.57319
3247,7.616337,53.92136,22.62811,49.59862,25.1481
3249,7.627354,54.56121,22.8217,50.28622,25.67352
3251,7.594275,54.6348,23.13314,50.65769,25.95455
3253,7.599492,55.01416,23.29718,50.85144,26.14869
3255,7.602687,55.33248,23.31844,50.93539,26.27239
3257,7.603787,55.34797,23.39588,51.3091,26.7711
3259,7.60413,55.29834,23.45293,51.53706,26.83327
3261,7.604629,55.25436,23.5081,51.75402,26.90566
3263,7.605447,55.35336,23.73413,51.90878,26.99926
3265,7.606192,55.44822,23.82104,51.94736,27.10387
3267,7.521338,55.34288,23.69301,51.79236,27.15598
3269,6.987067,55.21362,23.42104,51.4985,26.74808
3271,6.91822,55.27567,23.53081,51.69659,26.72417
3273,6.849373,55.33772,23.63562,51.686,26.8412
3275,6.792716,55.58319,23.74956,51.78018,27.14953
3277,6.729275,55.86012,23.9016,51.80122,27.16462
3279,6.66509,56.45944,24.24797,52.72158,27.16659
3281,6.61166,56.93036,24.52602,53.20346,27.21756
3283,6.561357,57.18011,24.55829,53.30026,27.19683
3285,6.537485,57.68483,24.45047,52.98982,26.99785
3287,6.512306,57.98299,24.71281,53.05643,27.40557
3289,6.477089,57.85877,24.64355,52.78537,27.15381
3291,6.446104,57.02831,24.49255,51.85595,26.75205
3293,6.390973,56.62725,23.98594,51.19367,26.44684
3295,6.328541,55.54317,23.04243,50.68517,25.69151
3297,6.283547,54.88112,21.80515,50.09166,24.93024
3299,6.260546,54.69835,21.47901,49.97198,24.85034
3301,6.241077,54.8698,21.33669,49.95021,24.89434
3303,6.221648,55.3914,21.36927,49.9363,24.9769
3305,6.149414,54.65889,21.3229,49.58932,24.65415
3307,6.103453,54.59014,21.26187,49.05845,24.51388
3309,6.012656,54.33195,21.08567,48.69567,24.4419
3311,5.900777,53.98717,20.91814,48.60984,23.95192
3313,5.890593,53.84604,20.91634,48.54311,23.92903
3315,5.90238,53.94055,20.87087,48.52906,23.98054
3317,5.906713,53.9626,20.84675,48.63959,24.05742
3319,5.911946,54.18835,21.63508,49.05804,23.97238
3321,5.913682,54.39837,21.566,49.07899,23.91543
3323,5.915418,54.60839,21.49691,49.09995,23.87747
3325,5.915232,54.39766,21.328,49.05421,23.61048
3327,5.899583,54.581,20.91169,49.07824,23.42812
3329,5.900737,54.86103,20.75795,49.14194,23.67909
3331,5.937647,54.76143,20.53003,49.12896,23.74941
3333,5.951986,54.2439,19.74387,48.54345,23.05949
3335,5.934761,53.6495,19.8559,47.71717,22.67999
3337,5.919745,52.86537,19.79674,46.71262,22.3761
3339,5.887921,52.01796,19.6684,46.70258,21.86601
3341,5.806989,52.38564,19.5131,46.75034,21.95395
3343,5.33805,52.0261,19.15318,46.15381,21.6347
3345,4.843713,51.10966,18.35645,45.9596,21.63373
3347,4.802774,50.65621,18.08674,45.53741,21.4107
3349,4.795208,50.41076,17.54736,45.44396,21.39905
3351,4.787166,49.93473,16.97323,44.75418,21.31705
3353,4.788841,50.16673,17.20659,44.89019,21.73387
3355,4.785049,50.19258,17.59081,44.73273,21.80185
3357,4.778258,50.39174,18.07923,44.79134,21.6255
3359,4.743429,49.60904,18.61305,44.67757,21.86732
3361,4.701698,49.02008,18.58252,44.64582,21.59832
3363,4.183333,48.6296,18.49859,44.37352,21.53779
3365,3.683425,48.01426,17.86252,44.20927,21.21969
3367,3.586955,48.52895,17.64001,44.07343,21.62875
3369,3.56456,48.71553,17.45702,44.18011,21.67629
3371,3.538459,48.71358,17.49211,44.4046,21.67649
3373,3.051122,49.28332,18.24415,44.56866,21.77081
3375,2.535762,49.43587,17.43881,44.67692,21.58816
3377,2.471434,48.86244,16.71765,44.24711,21.82142
3379,2.418344,49.10624,16.69012,44.30587,22.07598
3381,2.396599,49.36386,16.52056,44.34223,22.23604
3383,2.370214,49.04107,16.05677,44.29183,21.62084
3385,2.349665,49.35398,15.82887,43.95475,21.78763
3387,2.312701,48.72882,15.99447,43.9903,21.56623
3389,2.289518,48.60481,16.44231,44.22892,21.13775
3391,2.268124,47.86185,16.65588,44.2133,21.29103
3393,2.233114,48.59231,16.28085,44.39652,21.34833
3395,2.200747,48.41186,16.31751,43.79485,21.04046
3397,2.179306,48.3011,16.43849,43.19603,20.88115
3399,2.161915,48.16217,16.58885,42.49995,20.65869
3401,2.133851,47.99116,16.96055,41.91383,20.44826
3403,2.099896,47.80546,16.87512,41.79115,20.45603
3405,2.086106,47.69818,17.19763,41.75069,20.48052
3407,2.004338,47.45801,17.33284,41.48493,20.33739
3409,1.907121,46.55181,17.45888,41.06494,20.16775
3411,1.789282,46.09409,17.54978,40.38495,19.97025
3413,1.667727,45.46161,17.90071,39.91923,19.7003
3415,1.533433,44.52914,17.32018,39.9099,19.48742
3417,1.421267,43.30176,17.14693,39.4336,19.10336
3419,1.331922,42.20768,16.91201,39.20951,18.86804
3421,1.287875,41.06141,15.90592,38.44353,18.54429
3423,1.247381,39.83732,15.67761,37.40741,18.11168
3425,1.200096,39.0962,15.5877,36.42038,17.8014
3427,1.17143,38.46898,14.96208,36.08792,17.12974
3429,1.138029,39.00874,14.43402,35.79901,16.96755
3431,1.12509,39.12654,14.17313,35.64729,17.0801
3433,1.119188,39.05835,14.12647,34.93037,16.91403
3435,1.11129,38.95063,14.06411,34.4188,16.74212
3437,1.101777,38.77645,14.0528,34.13535,16.49037
3439,1.088731,37.86412,13.85095,33.74072,16.01585
3441,1.079461,37.56973,13.23772,33.13697,15.71704
3443,1.072503,37.38206,13.15744,32.88535,15.6584
3445,1.054615,36.55893,12.89469,32.296,15.29873
3447,1.037426,36.03534,12.47718,32.05564,14.56268
3449,1.021198,35.36239,12.17513,31.75904,14.29229
3451,1.006766,34.98843,12.10931,31.06058,13.71357
3453,0.9981256,34.7391,12.07365,30.08698,13.23707
3455,1.030829,35.30455,12.35502,30.20364,13.30893
3457,1.034053,35.41055,12.29792,30.67604,13.93675
3459,1.032842,36.14298,12.91158,31.40129,14.23591
3461,1.025035,35.99636,12.70686,31.11908,14.08456
3463,1.016909,35.87136,12.63056,30.98701,13.98141
3465,1.008856,35.8032,12.59526,30.97272,13.95751
3467,1.000803,35.73504,12.55996,30.95844,13.9336
3469,0.9927505,35.66689,12.52467,30.94415,13.90969
3471,0.9846319,35.55429,12.57934,30.73811,13.87832
3473,0.9765134,35.44169,12.52821,30.29408,13.80519
3475,0.9562054,34.14765,12.39381,29.91872,13.60598
3477,0.9433961,33.85685,12.33015,29.71902,13.49105
3479,0.9313313,33.24365,12.2177,29.16461,13.11327
3481,0.908512,32.73288,11.83769,28.76207,12.67664
3483,0.8952494,31.2975,11.6111,28.81119,12.81341
3485,0.874299,30.84892,11.001,28.31496,12.59571
3487,0.8641278,30.63288,10.72529,28.08783,12.3509
3489,0.8639942,30.92601,10.72255,28.12943,12.41024
3491,0.8664045,31.89162,10.71728,28.3753,12.4828
3493,0.8681654,32.19082,10.77576,28.41576,12.6375
3495,0.8690672,32.28095,10.81329,28.43201,12.69378
3497,0.869969,32.37107,10.85082,28.43216,12.69563
3499,0.8713584,32.48807,10.87342,28.43967,12.72118
3501,0.8732756,32.15713,10.84374,28.46604,12.74807
3503,0.8834018,31.49583,11.26082,28.96484,12.78311
3505,0.8973403,31.34615,11.96388,29.45599,13.2541
3507,0.9175133,31.35874,12.44652,30.08598,13.78877
3509,0.9275236,32.09406,13.02271,30.40467,14.16719
3511,0.9411977,32.69333,13.2418,30.72123,14.65419
3513,0.9483051,33.47615,13.27956,30.84887,15.00889
3515,0.9454159,33.9717,13.32397,31.20382,15.38684
3517,1.053747,35.26426,13.49765,31.75265,15.59077
3519,1.079678,35.41308,13.54129,32.20837,15.87972
3521,1.10648,35.84789,13.60297,32.62517,16.24123
3523,1.128946,35.87305,13.76893,32.68227,16.35065
3525,1.155421,35.93099,13.74813,32.66198,16.41735
3527,1.265458,35.96229,13.84323,32.87109,16.62999
3529,1.437108,35.1609,13.69394,32.99873,16.60189
3531,1.826587,35.66828,13.64851,32.76471,16.51649
3533,2.037075,36.13479,13.6917,33.4464,17.02702
3535,2.061339,36.30785,13.67932,33.65588,17.25194
3537,2.085952,36.48047,13.6837,34.09637,17.39418
3539,2.100861,37.47622,13.71009,34.90218,17.80261
3541,2.106408,37.75728,13.43916,34.8223,17.8567
3543,2.110101,37.83826,13.49879,34.8732,17.82579
3545,2.116173,38.04913,13.7865,35.64561,17.80984
3547,2.137998,39.03379,16.33226,36.31064,18.06431
3549,2.143735,39.60788,16.60344,36.61843,18.51592
3551,2.144248,39.73319,16.76034,36.72645,18.47305
3553,2.1357,39.41334,16.44236,36.65516,18.46018
3555,2.26336,39.54884,16.07767,37.0211,18.71497
3557,2.309714,39.56953,15.93399,36.93424,18.86165
3559,2.356487,39.69629,15.52934,36.96271,18.71765
3561,2.400178,39.81591,15.35534,36.97585,18.8356
3563,2.413909,39.92708,14.97328,36.91409,18.77238
3565,2.458685,39.95113,14.35174,37.28424,18.55926
3567,2.505512,39.95797,14.0406,37.0409,18.29843
3569,2.549758,40.43245,14.06017,37.41478,18.22519
3571,2.596442,40.86939,14.36137,37.5207,18.45001
3573,2.635997,40.83451,14.79017,37.48948,18.32142
3575,2.678444,40.99029,14.91492,37.20167,18.51227
3577,2.719629,40.88436,14.87663,36.69882,18.10963
3579,2.758153,40.68204,14.64676,36.63272,17.5437
3581,2.802952,39.70486,14.21052,36.31721,17.67827
3583,2.854388,39.23143,14.16849,36.64497,17.66232
3585,2.90778,39.71569,14.47267,36.67346,17.91539
3587,2.986925,39.70625,14.4628,36.89801,17.99888
3589,3.095541,39.79296,14.42439,37.02007,18.02238
3591,3.135995,40.36001,14.52377,36.86865,18.3758
3593,3.142816,40.87102,14.52678,36.96942,18.278
3595,3.163826,41.46012,14.84594,37.30419,18.76874
3597,3.166839,41.46056,14.88539,37.4508,18.69073
3599,3.169626,41.3392,14.82377,37.57682,18.65029
3601,3.171888,41.21681,14.69294,37.64934,18.64846
3603,3.173211,40.89486,14.56108,37.33651,18.14495
3605,3.175987,40.71877,14.32067,37.0597,17.96206
3607,3.1882,40.66385,14.27145,37.11407,17.99438
3609,3.201355,40.6189,14.23684,37.06511,18.11345
3611,3.208539,40.57215,14.19334,37.21287,18.42665
3613,3.212081,40.64196,14.20801,37.50734,18.67218
3615,3.218029,41.09243,14.68118,38.05877,19.0255
3617,3.221146,42.03612,14.82942,38.68168,19.35562
3619,3.307142,42.38979,15.00884,38.98288,19.94658
3621,3.332285,43.74202,15.76672,39.48544,20.52664
3623,3.354573,44.5615,15.93483,40.0418,20.78244
3625,3.36167,44.62769,16.00256,40.45828,20.91953
3627,3.369254,44.67747,16.09846,40.66631,21.04899
3629,3.372906,45.19576,16.59614,40.51706,20.84368
3631,3.381677,46.16958,16.96354,40.64988,20.84706
3633,3.399807,46.49889,17.42079,41.08131,21.14114
3635,3.415351,46.77464,17.57044,41.44469,21.31845
3637,3.458143,46.97279,18.28863,42.19067,21.73559
3639,3.487152,47.05388,18.54475,42.53555,21.87992
3641,3.501395,47.08125,18.73824,42.59842,22.01147
3643,3.515637,47.10861,18.93173,42.64748,22.07811
3645,3.532834,47.22931,19.44322,42.92608,22.15994
3647,3.592316,47.31297,19.61329,43.43217,22.30984
3649,3.649542,47.37289,19.7509,43.65998,22.34563
3651,3.70812,47.57356,21.05249,44.19133,22.9257
3653,3.776267,48.20309,22.00175,44.63491,23.2507
3655,3.780059,48.13305,21.73797,44.47949,23.50146
3657,3.817033,47.61501,21.31502,44.67359,23.0772
3659,3.855826,46.70808,20.29743,44.50962,22.88167
3661,3.895347,47.17085,20.2592,44.8978,22.99659
3663,3.936525,47.47181,20.30738,45.2719,23.19016
3665,3.973603,47.8324,20.30775,45.85006,23.58234
3667,4.005473,48.0938,20.34454,46.09067,23.79996
3669,4.037734,48.24494,20.38815,46.25019,24.07094
3671,4.069319,48.2846,20.3855,46.28641,24.05783
3673,4.092553,48.38274,20.62421,46.49605,24.13852
3675,4.128381,49.28888,20.91598,46.90614,24.29675
3677,4.252396,50.1426,20.9175,47.23421,24.85879
3679,4.296302,51.18083,20.90696,47.72052,25.45481
3681,4.337764,51.72213,20.90724,48.18172,25.60781
3683,4.397203,52.14519,20.54451,48.38395,25.5484
3685,4.465446,52.31551,20.62472,48.61372,26.02614
3687,4.575688,52.57637,20.87822,49.03837,26.35933
3689,4.674186,53.13939,21.37188,49.2524,26.58123
3691,4.710129,53.27463,21.6964,49.38144,26.5989
3693,4.74059,53.01165,22.09286,49.47721,26.6885
3695,4.775856,53.29944,22.7779,50.13116,26.79348
3697,4.813182,53.03979,22.87858,50.25784,27.07524
